"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed"
"5387","2011-12-18 12:00:00",4,0,0,1,10.66,12.88,60,15.0013
"5389","2011-12-18 14:00:00",4,0,0,1,12.3,14.395,49,19.0012
"5390","2011-12-18 15:00:00",4,0,0,1,13.12,15.15,45,19.0012
"5392","2011-12-18 17:00:00",4,0,0,1,11.48,13.635,46,11.0014
"5395","2011-12-18 20:00:00",4,0,0,1,9.84,12.88,60,7.0015
"5399","2011-12-19 00:00:00",4,0,1,1,8.2,11.365,75,6.0032
"5410","2011-12-19 11:00:00",4,0,1,1,10.66,12.12,65,16.9979
"5411","2011-12-19 12:00:00",4,0,1,1,12.3,13.635,61,22.0028
"5426","2012-01-01 03:00:00",1,0,0,1,12.3,16.665,81,0
"5430","2012-01-01 07:00:00",1,0,0,1,10.66,12.88,93,11.0014
"5433","2012-01-01 10:00:00",1,0,0,1,12.3,15.91,81,7.0015
"5436","2012-01-01 13:00:00",1,0,0,1,17.22,21.21,58,19.0012
"5455","2012-01-02 09:00:00",1,1,0,1,9.84,12.88,35,0
"5456","2012-01-02 10:00:00",1,1,0,1,10.66,12.12,35,19.0012
"5461","2012-01-02 15:00:00",1,1,0,1,11.48,12.12,38,30.0026
"5462","2012-01-02 16:00:00",1,1,0,1,10.66,11.365,35,27.9993
"5467","2012-01-02 21:00:00",1,1,0,2,9.84,10.605,41,22.0028
"5468","2012-01-02 22:00:00",1,1,0,2,9.02,10.605,44,19.0012
"5471","2012-01-03 01:00:00",1,0,1,1,7.38,9.09,55,15.0013
"5478","2012-01-03 08:00:00",1,0,1,1,6.56,6.82,55,19.0012
"5481","2012-01-03 11:00:00",1,0,1,1,7.38,6.82,37,35.0008
"5483","2012-01-03 13:00:00",1,0,1,1,7.38,6.06,34,43.9989
"5486","2012-01-03 16:00:00",1,0,1,1,5.74,4.545,39,39.0007
"5490","2012-01-03 20:00:00",1,0,1,1,4.92,6.06,33,16.9979
"5492","2012-01-03 22:00:00",1,0,1,1,4.1,5.305,46,16.9979
"5494","2012-01-04 00:00:00",1,0,1,1,3.28,3.03,42,22.0028
"5496","2012-01-04 02:00:00",1,0,1,1,0.82,0.76,34,19.0012
"5499","2012-01-04 05:00:00",1,0,1,1,0.82,2.275,41,12.998
"5500","2012-01-04 06:00:00",1,0,1,1,0.82,2.275,41,11.0014
"5506","2012-01-04 12:00:00",1,0,1,2,4.1,5.305,46,12.998
"5508","2012-01-04 14:00:00",1,0,1,2,5.74,6.06,46,16.9979
"5514","2012-01-04 20:00:00",1,0,1,2,8.2,9.85,40,12.998
"5519","2012-01-05 01:00:00",1,0,1,1,8.2,11.365,51,6.0032
"5522","2012-01-05 04:00:00",1,0,1,2,8.2,11.365,59,6.0032
"5524","2012-01-05 06:00:00",1,0,1,2,8.2,10.605,75,8.9981
"5541","2012-01-05 23:00:00",1,0,1,1,9.84,12.88,70,7.0015
"5545","2012-01-06 03:00:00",1,0,1,1,9.02,12.12,69,7.0015
"5547","2012-01-06 05:00:00",1,0,1,2,8.2,10.605,80,8.9981
"5549","2012-01-06 07:00:00",1,0,1,2,9.84,14.395,65,0
"5550","2012-01-06 08:00:00",1,0,1,1,9.84,12.12,70,8.9981
"5555","2012-01-06 13:00:00",1,0,1,1,16.4,20.455,43,19.0012
"5568","2012-01-07 02:00:00",1,0,0,1,14.76,18.18,50,7.0015
"5578","2012-01-07 12:00:00",1,0,0,1,16.4,20.455,43,15.0013
"5587","2012-01-07 21:00:00",1,0,0,1,18.04,21.97,44,15.0013
"5595","2012-01-08 05:00:00",1,0,0,2,13.12,16.665,49,7.0015
"5609","2012-01-08 19:00:00",1,0,0,1,13.12,15.91,49,12.998
"5612","2012-01-08 22:00:00",1,0,0,1,10.66,13.635,60,7.0015
"5614","2012-01-09 00:00:00",1,0,1,1,9.84,11.365,60,15.0013
"5625","2012-01-09 11:00:00",1,0,1,2,10.66,14.395,56,6.0032
"5629","2012-01-09 15:00:00",1,0,1,3,9.02,11.365,75,11.0014
"5633","2012-01-09 19:00:00",1,0,1,3,8.2,11.365,93,6.0032
"5639","2012-01-10 01:00:00",1,0,1,2,9.02,12.12,93,7.0015
"5640","2012-01-10 02:00:00",1,0,1,2,9.02,11.365,87,11.0014
"5646","2012-01-10 09:00:00",1,0,1,2,7.38,9.85,93,11.0014
"5653","2012-01-10 16:00:00",1,0,1,1,17.22,21.21,38,23.9994
"5654","2012-01-10 17:00:00",1,0,1,1,17.22,21.21,38,16.9979
"5659","2012-01-10 22:00:00",1,0,1,1,12.3,15.15,70,6.0032
"5663","2012-01-11 02:00:00",1,0,1,1,8.2,10.605,85,11.0014
"5668","2012-01-11 07:00:00",1,0,1,1,8.2,10.605,80,8.9981
"5674","2012-01-11 13:00:00",1,0,1,3,13.12,17.425,76,0
"5679","2012-01-11 18:00:00",1,0,1,3,13.94,16.665,87,12.998
"5680","2012-01-11 19:00:00",1,0,1,3,13.12,15.15,93,15.0013
"5681","2012-01-11 20:00:00",1,0,1,3,13.12,15.91,93,11.0014
"5683","2012-01-11 22:00:00",1,0,1,3,13.94,16.665,87,12.998
"5688","2012-01-12 03:00:00",1,0,1,3,14.76,17.425,93,16.9979
"5689","2012-01-12 04:00:00",1,0,1,3,14.76,17.425,93,12.998
"5699","2012-01-12 14:00:00",1,0,1,1,17.22,21.21,77,11.0014
"5705","2012-01-12 20:00:00",1,0,1,2,17.22,21.21,71,12.998
"5710","2012-01-13 01:00:00",1,0,1,2,15.58,19.695,76,19.9995
"5715","2012-01-13 06:00:00",1,0,1,2,10.66,12.88,75,15.0013
"5716","2012-01-13 07:00:00",1,0,1,1,10.66,12.88,60,15.0013
"5719","2012-01-13 10:00:00",1,0,1,1,9.84,9.85,44,30.0026
"5731","2012-01-13 22:00:00",1,0,1,1,8.2,9.09,47,22.0028
"5737","2012-01-14 04:00:00",1,0,0,1,5.74,7.575,50,8.9981
"5750","2012-01-14 17:00:00",1,0,0,1,9.84,11.365,41,16.9979
"5756","2012-01-14 23:00:00",1,0,0,1,6.56,7.575,47,15.0013
"5760","2012-01-15 03:00:00",1,0,0,2,6.56,6.82,48,26.0027
"5767","2012-01-15 10:00:00",1,0,0,1,5.74,6.06,54,19.0012
"5780","2012-01-15 23:00:00",1,0,0,1,6.56,9.85,43,6.0032
"5786","2012-01-16 05:00:00",1,1,0,1,4.92,8.335,54,6.0032
"5790","2012-01-16 09:00:00",1,1,0,1,4.1,6.06,58,11.0014
"5798","2012-01-16 17:00:00",1,1,0,1,10.66,11.365,48,22.0028
"5799","2012-01-16 18:00:00",1,1,0,1,10.66,11.365,52,22.0028
"5801","2012-01-16 20:00:00",1,1,0,1,10.66,12.12,60,19.0012
"5804","2012-01-16 23:00:00",1,1,0,3,10.66,11.365,70,19.9995
"5806","2012-01-17 01:00:00",1,0,1,2,11.48,12.88,65,23.9994
"5822","2012-01-17 18:00:00",1,0,1,1,18.86,22.725,63,30.0026
"5827","2012-01-17 23:00:00",1,0,1,1,18.86,22.725,72,26.0027
"5831","2012-01-18 03:00:00",1,0,1,2,18.04,21.97,51,32.9975
"5843","2012-01-18 15:00:00",1,0,1,1,12.3,12.88,33,35.0008
"5848","2012-01-18 20:00:00",1,0,1,1,9.02,10.605,37,16.9979
"5856","2012-01-19 04:00:00",1,0,1,1,4.92,7.575,54,7.0015
"5861","2012-01-19 09:00:00",1,0,1,1,4.92,9.85,54,0
"5868","2012-01-19 16:00:00",1,0,1,1,10.66,11.365,41,22.0028
"5882","2012-02-01 06:00:00",1,0,1,3,16.4,20.455,54,11.0014
"5892","2012-02-01 16:00:00",1,0,1,1,24.6,31.06,40,15.0013
"5905","2012-02-02 05:00:00",1,0,1,3,16.4,20.455,82,0
"5916","2012-02-02 16:00:00",1,0,1,1,18.86,22.725,55,19.0012
"5920","2012-02-02 20:00:00",1,0,1,1,14.76,15.91,46,35.0008
"5922","2012-02-02 22:00:00",1,0,1,1,13.12,14.395,49,27.9993
"5930","2012-02-03 06:00:00",1,0,1,1,9.84,12.12,65,11.0014
"5934","2012-02-03 10:00:00",1,0,1,1,11.48,12.88,56,19.0012
"5937","2012-02-03 13:00:00",1,0,1,1,14.76,18.18,46,0
"5944","2012-02-03 20:00:00",1,0,1,1,13.94,17.425,49,7.0015
"5946","2012-02-03 22:00:00",1,0,1,1,13.94,17.425,49,7.0015
"5952","2012-02-04 04:00:00",1,0,0,1,9.84,12.88,81,6.0032
"5955","2012-02-04 07:00:00",1,0,0,2,9.84,12.12,87,8.9981
"5957","2012-02-04 09:00:00",1,0,0,1,9.84,12.12,81,8.9981
"5966","2012-02-04 18:00:00",1,0,0,3,11.48,13.635,75,11.0014
"5968","2012-02-04 20:00:00",1,0,0,3,9.84,11.365,93,12.998
"5970","2012-02-04 22:00:00",1,0,0,2,9.84,12.88,87,6.0032
"5981","2012-02-05 09:00:00",1,0,0,2,9.84,11.365,70,15.0013
"5983","2012-02-05 11:00:00",1,0,0,2,10.66,12.88,70,12.998
"5987","2012-02-05 15:00:00",1,0,0,2,12.3,14.395,56,16.9979
"6000","2012-02-06 05:00:00",1,0,1,1,7.38,10.605,80,7.0015
"6005","2012-02-06 10:00:00",1,0,1,1,9.02,12.12,75,7.0015
"6009","2012-02-06 14:00:00",1,0,1,1,16.4,20.455,35,11.0014
"6012","2012-02-06 17:00:00",1,0,1,1,16.4,20.455,43,16.9979
"6014","2012-02-06 19:00:00",1,0,1,1,14.76,16.665,43,16.9979
"6026","2012-02-07 07:00:00",1,0,1,1,13.12,17.425,45,0
"6027","2012-02-07 08:00:00",1,0,1,1,12.3,15.91,49,0
"6029","2012-02-07 10:00:00",1,0,1,1,13.94,16.665,46,11.0014
"6030","2012-02-07 11:00:00",1,0,1,1,14.76,17.425,46,12.998
"6032","2012-02-07 13:00:00",1,0,1,1,18.04,21.97,38,16.9979
"6034","2012-02-07 15:00:00",1,0,1,1,18.04,21.97,38,12.998
"6045","2012-02-08 02:00:00",1,0,1,1,10.66,15.15,65,0
"6051","2012-02-08 08:00:00",1,0,1,2,9.84,11.365,70,15.0013
"6068","2012-02-09 01:00:00",1,0,1,2,9.84,12.12,87,8.9981
"6069","2012-02-09 02:00:00",1,0,1,1,9.02,11.365,80,8.9981
"6072","2012-02-09 05:00:00",1,0,1,1,8.2,9.09,75,19.0012
"6073","2012-02-09 06:00:00",1,0,1,1,8.2,9.09,75,19.0012
"6080","2012-02-09 13:00:00",1,0,1,1,12.3,13.635,42,22.0028
"6088","2012-02-09 21:00:00",1,0,1,1,12.3,15.91,52,6.0032
"6090","2012-02-09 23:00:00",1,0,1,2,12.3,16.665,52,0
"6111","2012-02-10 20:00:00",1,0,1,2,13.12,17.425,57,0
"6116","2012-02-11 01:00:00",1,0,0,3,11.48,14.395,81,8.9981
"6118","2012-02-11 03:00:00",1,0,0,3,9.84,11.365,87,15.0013
"6122","2012-02-11 07:00:00",1,0,0,3,9.02,11.365,93,8.9981
"6125","2012-02-11 10:00:00",1,0,0,3,9.02,12.12,93,7.0015
"6127","2012-02-11 12:00:00",1,0,0,2,10.66,12.88,81,11.0014
"6132","2012-02-11 17:00:00",1,0,0,3,9.02,9.09,69,31.0009
"6133","2012-02-11 18:00:00",1,0,0,2,9.02,9.09,47,43.9989
"6134","2012-02-11 19:00:00",1,0,0,2,8.2,7.575,40,36.9974
"6137","2012-02-11 22:00:00",1,0,0,2,5.74,5.305,39,26.0027
"6138","2012-02-11 23:00:00",1,0,0,3,4.92,3.79,50,32.9975
"6140","2012-02-12 01:00:00",1,0,0,3,3.28,2.275,79,31.0009
"6145","2012-02-12 06:00:00",1,0,0,1,4.1,3.79,49,26.0027
"6149","2012-02-12 10:00:00",1,0,0,1,4.92,5.305,42,23.9994
"6153","2012-02-12 14:00:00",1,0,0,1,6.56,6.06,40,35.0008
"6154","2012-02-12 15:00:00",1,0,0,1,6.56,6.06,40,36.9974
"6155","2012-02-12 16:00:00",1,0,0,1,8.2,8.335,34,31.0009
"6166","2012-02-13 03:00:00",1,0,1,1,4.92,7.575,54,7.0015
"6168","2012-02-13 05:00:00",1,0,1,1,4.1,6.06,58,8.9981
"6175","2012-02-13 12:00:00",1,0,1,1,11.48,12.88,28,22.0028
"6177","2012-02-13 14:00:00",1,0,1,1,13.94,17.425,23,7.0015
"6178","2012-02-13 15:00:00",1,0,1,1,14.76,17.425,27,8.9981
"6180","2012-02-13 17:00:00",1,0,1,1,14.76,17.425,23,12.998
"6181","2012-02-13 18:00:00",1,0,1,1,13.94,15.91,25,16.9979
"6186","2012-02-13 23:00:00",1,0,1,1,11.48,15.91,41,0
"6193","2012-02-14 06:00:00",1,0,1,2,10.66,15.15,56,0
"6195","2012-02-14 08:00:00",1,0,1,2,9.84,14.395,70,0
"6196","2012-02-14 09:00:00",1,0,1,2,10.66,14.395,56,6.0032
"6206","2012-02-14 19:00:00",1,0,1,2,14.76,17.425,50,11.0014
"6210","2012-02-14 23:00:00",1,0,1,2,14.76,18.18,50,6.0032
"6213","2012-02-15 02:00:00",1,0,1,1,12.3,16.665,61,0
"6217","2012-02-15 06:00:00",1,0,1,1,12.3,15.15,61,8.9981
"6223","2012-02-15 12:00:00",1,0,1,1,15.58,19.695,46,26.0027
"6228","2012-02-15 17:00:00",1,0,1,1,17.22,21.21,38,12.998
"6231","2012-02-15 20:00:00",1,0,1,1,14.76,17.425,46,11.0014
"6236","2012-02-16 01:00:00",1,0,1,2,12.3,16.665,70,0
"6247","2012-02-16 12:00:00",1,0,1,3,13.12,16.665,76,6.0032
"6253","2012-02-16 18:00:00",1,0,1,3,13.94,16.665,87,8.9981
"6255","2012-02-16 20:00:00",1,0,1,2,13.12,16.665,87,8.9981
"6265","2012-02-17 06:00:00",1,0,1,2,11.48,14.395,96,8.9981
"6270","2012-02-17 11:00:00",1,0,1,1,14.76,16.665,62,27.9993
"6271","2012-02-17 12:00:00",1,0,1,1,15.58,19.695,46,26.0027
"6275","2012-02-17 16:00:00",1,0,1,1,17.22,21.21,32,19.9995
"6279","2012-02-17 20:00:00",1,0,1,1,16.4,20.455,35,12.998
"6282","2012-02-17 23:00:00",1,0,1,1,14.76,17.425,40,12.998
"6285","2012-02-18 02:00:00",1,0,0,1,12.3,14.395,61,16.9979
"6289","2012-02-18 06:00:00",1,0,0,1,9.84,14.395,70,0
"6291","2012-02-18 08:00:00",1,0,0,1,9.02,13.635,87,0
"6295","2012-02-18 12:00:00",1,0,0,1,14.76,17.425,43,12.998
"6296","2012-02-18 13:00:00",1,0,0,1,16.4,20.455,43,19.0012
"6307","2012-02-19 00:00:00",1,0,0,2,13.94,15.15,39,23.9994
"6312","2012-02-19 05:00:00",1,0,0,2,10.66,11.365,48,19.9995
"6313","2012-02-19 06:00:00",1,0,0,1,9.84,10.605,52,22.0028
"6314","2012-02-19 07:00:00",1,0,0,2,9.84,10.605,52,19.0012
"6316","2012-02-19 09:00:00",1,0,0,2,9.84,11.365,56,16.9979
"6317","2012-02-19 10:00:00",1,0,0,2,10.66,12.12,52,16.9979
"6322","2012-02-19 15:00:00",1,0,0,2,12.3,14.395,49,12.998
"6332","2012-03-01 01:00:00",1,0,1,3,18.86,22.725,94,7.0015
"6333","2012-03-01 02:00:00",1,0,1,2,18.86,22.725,94,19.0012
"6337","2012-03-01 06:00:00",1,0,1,2,17.22,21.21,94,0
"6339","2012-03-01 08:00:00",1,0,1,1,17.22,21.21,94,8.9981
"6341","2012-03-01 10:00:00",1,0,1,1,21.32,25,55,11.0014
"6345","2012-03-01 14:00:00",1,0,1,1,23.78,27.275,35,15.0013
"6350","2012-03-01 19:00:00",1,0,1,1,19.68,23.485,41,22.0028
"6354","2012-03-01 23:00:00",1,0,1,1,14.76,17.425,50,15.0013
"6370","2012-03-02 15:00:00",1,0,1,2,17.22,21.21,50,19.9995
"6371","2012-03-02 16:00:00",1,0,1,3,16.4,20.455,58,19.9995
"6373","2012-03-02 18:00:00",1,0,1,3,14.76,17.425,87,12.998
"6383","2012-03-03 04:00:00",1,0,0,2,14.76,17.425,93,12.998
"6395","2012-03-03 16:00:00",1,0,0,1,20.5,24.24,27,19.9995
"6397","2012-03-03 18:00:00",1,0,0,1,20.5,24.24,25,16.9979
"6398","2012-03-03 19:00:00",1,0,0,1,18.86,22.725,33,11.0014
"6400","2012-03-03 21:00:00",1,0,0,1,18.86,22.725,19,22.0028
"6403","2012-03-04 00:00:00",1,0,0,2,16.4,20.455,30,23.9994
"6410","2012-03-04 07:00:00",1,0,0,2,12.3,13.635,52,19.9995
"6411","2012-03-04 08:00:00",1,0,0,1,12.3,13.635,52,22.0028
"6412","2012-03-04 09:00:00",1,0,0,1,12.3,13.635,49,30.0026
"6414","2012-03-04 11:00:00",1,0,0,1,13.12,14.395,45,26.0027
"6415","2012-03-04 12:00:00",1,0,0,1,13.94,15.15,42,23.9994
"6421","2012-03-04 18:00:00",1,0,0,1,13.12,13.635,33,40.9973
"6423","2012-03-04 20:00:00",1,0,0,1,11.48,13.635,38,16.9979
"6434","2012-03-05 07:00:00",1,0,1,1,7.38,9.85,59,8.9981
"6436","2012-03-05 09:00:00",1,0,1,2,9.02,12.88,60,6.0032
"6444","2012-03-05 17:00:00",1,0,1,3,12.3,13.635,45,19.9995
"6449","2012-03-05 22:00:00",1,0,1,1,9.84,10.605,35,22.0028
"6452","2012-03-06 01:00:00",1,0,1,1,8.2,9.85,44,16.9979
"6456","2012-03-06 05:00:00",1,0,1,1,7.38,9.09,51,15.0013
"6460","2012-03-06 09:00:00",1,0,1,1,9.02,13.635,47,0
"6464","2012-03-06 13:00:00",1,0,1,1,12.3,15.15,39,8.9981
"6476","2012-03-07 01:00:00",1,0,1,1,12.3,13.635,61,19.9995
"6477","2012-03-07 02:00:00",1,0,1,1,12.3,14.395,56,19.0012
"6480","2012-03-07 05:00:00",1,0,1,1,11.48,12.88,56,19.9995
"6484","2012-03-07 09:00:00",1,0,1,1,12.3,13.635,61,22.0028
"6493","2012-03-07 18:00:00",1,0,1,1,22.96,26.515,40,31.0009
"6502","2012-03-08 03:00:00",1,0,1,1,18.86,22.725,63,26.0027
"6515","2012-03-08 16:00:00",1,0,1,2,25.42,31.06,41,43.0006
"6516","2012-03-08 17:00:00",1,0,1,1,25.42,31.06,38,43.9989
"6522","2012-03-08 23:00:00",1,0,1,2,22.96,26.515,49,30.0026
"6524","2012-03-09 01:00:00",1,0,1,3,22.96,26.515,52,32.9975
"6526","2012-03-09 03:00:00",1,0,1,1,18.86,22.725,77,35.0008
"6527","2012-03-09 04:00:00",1,0,1,3,16.4,20.455,66,19.0012
"6530","2012-03-09 07:00:00",1,0,1,2,15.58,19.695,40,19.9995
"6532","2012-03-09 09:00:00",1,0,1,2,13.94,14.395,42,35.0008
"6536","2012-03-09 13:00:00",1,0,1,2,15.58,19.695,29,26.0027
"6543","2012-03-09 20:00:00",1,0,1,1,15.58,19.695,32,23.9994
"6544","2012-03-09 21:00:00",1,0,1,1,14.76,16.665,34,22.0028
"6546","2012-03-09 23:00:00",1,0,1,1,13.12,15.15,33,19.9995
"6548","2012-03-10 01:00:00",1,0,0,1,12.3,14.395,36,16.9979
"6560","2012-03-10 13:00:00",1,0,0,1,13.12,15.15,29,19.0012
"6572","2012-03-11 01:00:00",1,0,0,1,9.84,12.12,52,11.0014
"6575","2012-03-11 05:00:00",1,0,0,1,9.84,12.12,60,11.0014
"6580","2012-03-11 10:00:00",1,0,0,1,13.12,15.15,49,19.0012
"6589","2012-03-11 19:00:00",1,0,0,1,20.5,24.24,31,19.0012
"6593","2012-03-11 23:00:00",1,0,0,1,16.4,20.455,50,11.0014
"6594","2012-03-12 00:00:00",1,0,1,1,15.58,19.695,54,12.998
"6598","2012-03-12 04:00:00",1,0,1,1,13.94,16.665,61,12.998
"6599","2012-03-12 05:00:00",1,0,1,1,13.94,16.665,61,12.998
"6607","2012-03-12 13:00:00",1,0,1,2,22.14,25.76,32,16.9979
"6608","2012-03-12 14:00:00",1,0,1,2,23.78,27.275,32,19.0012
"6609","2012-03-12 15:00:00",1,0,1,1,22.96,26.515,40,8.9981
"6611","2012-03-12 17:00:00",1,0,1,2,25.42,31.06,38,27.9993
"6613","2012-03-12 19:00:00",1,0,1,2,22.96,26.515,49,15.0013
"6617","2012-03-12 23:00:00",1,0,1,1,22.96,26.515,56,15.0013
"6620","2012-03-13 02:00:00",1,0,1,3,21.32,25,72,19.9995
"6631","2012-03-13 13:00:00",1,0,1,1,24.6,30.305,60,26.0027
"6633","2012-03-13 15:00:00",1,0,1,1,28.7,31.82,39,15.0013
"6639","2012-03-13 21:00:00",1,0,1,1,23.78,27.275,56,7.0015
"6640","2012-03-13 22:00:00",1,0,1,1,22.96,26.515,60,6.0032
"6641","2012-03-13 23:00:00",1,0,1,1,22.96,26.515,56,8.9981
"6646","2012-03-14 04:00:00",1,0,1,1,19.68,23.485,67,6.0032
"6647","2012-03-14 05:00:00",1,0,1,1,18.04,21.97,82,8.9981
"6648","2012-03-14 06:00:00",1,0,1,1,18.04,21.97,82,6.0032
"6651","2012-03-14 09:00:00",1,0,1,1,21.32,25,68,0
"6655","2012-03-14 13:00:00",1,0,1,1,27.06,31.06,27,15.0013
"6662","2012-03-14 20:00:00",1,0,1,1,25.42,31.06,35,7.0015
"6675","2012-03-15 09:00:00",1,0,1,1,19.68,23.485,77,6.0032
"6677","2012-03-15 11:00:00",1,0,1,1,22.96,26.515,60,8.9981
"6687","2012-03-15 21:00:00",1,0,1,1,22.14,25.76,68,19.0012
"6699","2012-03-16 09:00:00",1,0,1,2,17.22,21.21,82,0
"6700","2012-03-16 10:00:00",1,0,1,2,16.4,20.455,87,6.0032
"6702","2012-03-16 12:00:00",1,0,1,2,18.04,21.97,82,8.9981
"6713","2012-03-16 23:00:00",1,0,1,2,18.04,21.97,94,0
"6718","2012-03-17 04:00:00",1,0,0,2,17.22,21.21,94,0
"6726","2012-03-17 12:00:00",1,0,0,1,22.96,26.515,68,11.0014
"6729","2012-03-17 15:00:00",1,0,0,1,26.24,31.06,53,8.9981
"6741","2012-03-18 03:00:00",1,0,0,2,18.04,21.97,88,8.9981
"6752","2012-03-18 14:00:00",1,0,0,2,20.5,24.24,77,6.0032
"6761","2012-03-18 23:00:00",1,0,0,1,19.68,23.485,82,11.0014
"6769","2012-03-19 07:00:00",1,0,1,1,18.86,22.725,88,12.998
"6771","2012-03-19 09:00:00",1,0,1,1,20.5,24.24,72,11.0014
"6773","2012-03-19 11:00:00",1,0,1,1,22.96,26.515,68,11.0014
"6775","2012-03-19 13:00:00",1,0,1,1,25.42,30.305,61,16.9979
"6777","2012-03-19 15:00:00",1,0,1,1,26.24,31.06,57,15.0013
"6782","2012-03-19 20:00:00",1,0,1,1,24.6,30.305,64,15.0013
"6784","2012-03-19 22:00:00",1,0,1,2,22.96,26.515,73,11.0014
"6808","2012-04-01 22:00:00",2,0,0,3,20.5,24.24,63,7.0015
"6811","2012-04-02 01:00:00",2,0,1,3,17.22,21.21,88,6.0032
"6815","2012-04-02 06:00:00",2,0,1,1,14.76,15.91,71,31.0009
"6816","2012-04-02 07:00:00",2,0,1,1,13.94,15.15,66,26.0027
"6819","2012-04-02 10:00:00",2,0,1,1,16.4,20.455,50,35.0008
"6827","2012-04-02 18:00:00",2,0,1,1,20.5,24.24,27,16.9979
"6828","2012-04-02 19:00:00",2,0,1,1,20.5,24.24,27,16.9979
"6829","2012-04-02 20:00:00",2,0,1,1,18.86,22.725,31,11.0014
"6831","2012-04-02 22:00:00",2,0,1,1,17.22,21.21,44,12.998
"6833","2012-04-03 00:00:00",2,0,1,1,16.4,20.455,43,8.9981
"6836","2012-04-03 03:00:00",2,0,1,1,15.58,19.695,46,0
"6842","2012-04-03 09:00:00",2,0,1,1,17.22,21.21,38,6.0032
"6845","2012-04-03 12:00:00",2,0,1,1,21.32,25,25,0
"6849","2012-04-03 16:00:00",2,0,1,1,25.42,30.305,21,11.0014
"6850","2012-04-03 17:00:00",2,0,1,1,25.42,30.305,17,12.998
"6855","2012-04-03 22:00:00",2,0,1,1,20.5,24.24,51,0
"6872","2012-04-04 15:00:00",2,0,1,2,26.24,31.06,44,19.0012
"6879","2012-04-04 22:00:00",2,0,1,1,22.96,26.515,22,11.0014
"6881","2012-04-05 00:00:00",2,0,1,1,21.32,25,23,27.9993
"6884","2012-04-05 03:00:00",2,0,1,1,17.22,21.21,41,19.9995
"6895","2012-04-05 14:00:00",2,0,1,1,18.86,22.725,33,11.0014
"6896","2012-04-05 15:00:00",2,0,1,1,20.5,24.24,31,7.0015
"6897","2012-04-05 16:00:00",2,0,1,1,20.5,24.24,31,12.998
"6899","2012-04-05 18:00:00",2,0,1,1,20.5,24.24,31,7.0015
"6916","2012-04-06 11:00:00",2,0,1,1,16.4,20.455,37,19.9995
"6920","2012-04-06 15:00:00",2,0,1,1,20.5,24.24,27,19.0012
"6924","2012-04-06 19:00:00",2,0,1,1,19.68,23.485,23,19.9995
"6937","2012-04-07 08:00:00",2,0,0,1,13.94,15.91,34,16.9979
"6939","2012-04-07 10:00:00",2,0,0,1,17.22,21.21,28,16.9979
"6960","2012-04-08 07:00:00",2,0,0,1,15.58,19.695,27,11.0014
"6965","2012-04-08 12:00:00",2,0,0,1,22.14,25.76,24,16.9979
"6972","2012-04-08 19:00:00",2,0,0,1,24.6,30.305,23,26.0027
"6982","2012-04-09 05:00:00",2,0,1,1,18.04,21.97,24,12.998
"6994","2012-04-09 17:00:00",2,0,1,1,22.14,25.76,32,27.9993
"6999","2012-04-09 22:00:00",2,0,1,2,18.86,22.725,41,32.9975
"7008","2012-04-10 07:00:00",2,0,1,1,13.94,17.425,71,7.0015
"7010","2012-04-10 09:00:00",2,0,1,1,17.22,21.21,67,12.998
"7013","2012-04-10 12:00:00",2,0,1,1,22.14,25.76,22,19.0012
"7016","2012-04-10 15:00:00",2,0,1,1,22.96,26.515,21,19.9995
"7017","2012-04-10 16:00:00",2,0,1,1,23.78,27.275,21,16.9979
"7019","2012-04-10 18:00:00",2,0,1,1,22.14,25.76,22,27.9993
"7022","2012-04-10 21:00:00",2,0,1,1,18.04,21.97,30,30.0026
"7023","2012-04-10 22:00:00",2,0,1,1,16.4,20.455,37,32.9975
"7025","2012-04-11 00:00:00",2,0,1,1,13.94,15.15,36,27.9993
"7029","2012-04-11 05:00:00",2,0,1,1,11.48,13.635,56,12.998
"7032","2012-04-11 08:00:00",2,0,1,1,12.3,14.395,49,15.0013
"7043","2012-04-11 19:00:00",2,0,1,1,16.4,20.455,40,23.9994
"7045","2012-04-11 21:00:00",2,0,1,1,13.94,15.15,57,26.0027
"7052","2012-04-12 04:00:00",2,0,1,1,12.3,14.395,61,15.0013
"7068","2012-04-12 20:00:00",2,0,1,1,18.04,21.97,33,16.9979
"7071","2012-04-12 23:00:00",2,0,1,1,17.22,21.21,35,12.998
"7073","2012-04-13 01:00:00",2,0,1,1,14.76,17.425,46,12.998
"7074","2012-04-13 02:00:00",2,0,1,1,13.94,16.665,49,12.998
"7078","2012-04-13 06:00:00",2,0,1,1,13.12,15.91,57,11.0014
"7079","2012-04-13 07:00:00",2,0,1,1,13.94,15.91,61,15.0013
"7088","2012-04-13 16:00:00",2,0,1,1,22.96,26.515,26,16.9979
"7089","2012-04-13 17:00:00",2,0,1,1,22.96,26.515,24,11.0014
"7100","2012-04-14 04:00:00",2,0,0,1,14.76,18.18,71,7.0015
"7103","2012-04-14 07:00:00",2,0,0,1,14.76,18.18,71,7.0015
"7114","2012-04-14 18:00:00",2,0,0,2,25.42,31.06,35,15.0013
"7126","2012-04-15 06:00:00",2,0,0,1,20.5,24.24,63,8.9981
"7127","2012-04-15 07:00:00",2,0,0,1,20.5,24.24,63,7.0015
"7128","2012-04-15 08:00:00",2,0,0,1,21.32,25,59,0
