"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"1999","2011-05-10 04:00:00",2,0,1,1,17.22,21.21,62,16.9979,0,2,2
"8190","2012-07-02 14:00:00",3,0,1,1,35.26,37.88,34,15.0013,79,151,230
"9147","2012-09-04 11:00:00",3,0,1,2,30.34,34.85,70,19.0012,39,159,198
"8844","2012-08-10 20:00:00",3,0,1,1,30.34,34.85,66,19.9995,55,315,370
"10141","2012-11-07 21:00:00",4,0,1,2,13.12,15.15,49,19.9995,5,121,126
"3042","2011-07-15 15:00:00",3,0,1,1,29.52,32.575,45,11.0014,74,163,237
"3733","2011-09-06 11:00:00",3,0,1,3,22.14,25.76,83,26.0027,11,78,89
"8276","2012-07-06 04:00:00",3,0,1,1,30.34,34.85,66,15.0013,2,4,6
"8109","2012-06-18 05:00:00",2,0,1,3,21.32,25,83,8.9981,1,22,23
"10210","2012-11-10 19:00:00",4,0,0,1,18.86,22.725,51,6.0032,55,228,283
"962","2011-03-04 12:00:00",1,0,1,1,13.12,15.15,43,11.0014,10,87,97
"10480","2012-12-03 01:00:00",4,0,1,1,16.4,20.455,82,8.9981,2,11,13
"2040","2011-05-11 21:00:00",2,0,1,1,22.14,25.76,60,0,32,202,234
"4895","2011-11-17 00:00:00",4,0,1,2,17.22,21.21,88,16.9979,2,22,24
"499","2011-02-03 21:00:00",1,0,1,1,7.38,10.605,55,7.0015,1,53,54
"8798","2012-08-08 22:00:00",3,0,1,1,29.52,34.85,74,7.0015,35,198,233
"347","2011-01-15 22:00:00",1,0,0,2,12.3,15.91,42,7.0015,0,26,26
"8913","2012-08-13 17:00:00",3,0,1,1,32.8,35.605,36,11.0014,102,716,818
"3639","2011-09-02 12:00:00",3,0,1,2,27.06,31.06,69,15.0013,82,178,260
"7612","2012-05-16 12:00:00",2,0,1,1,28.7,32.575,54,12.998,59,271,330
"10224","2012-11-11 09:00:00",4,0,0,1,14.76,18.94,77,0,94,179,273
"10109","2012-11-06 13:00:00",4,0,1,1,13.94,16.665,46,8.9981,46,232,278
"10367","2012-11-17 08:00:00",4,0,0,1,10.66,12.88,65,15.0013,30,138,168
"1735","2011-04-18 04:00:00",2,0,1,1,16.4,20.455,87,11.0014,2,4,6
"8663","2012-08-03 07:00:00",3,0,1,1,28.7,33.335,74,7.0015,25,396,421
"5665","2012-01-11 04:00:00",1,0,1,1,8.2,10.605,80,8.9981,0,2,2
"6204","2012-02-14 17:00:00",1,0,1,1,17.22,21.21,38,23.9994,19,504,523
"8443","2012-07-13 03:00:00",3,0,1,2,27.88,31.82,61,0,2,7,9
"7231","2012-04-19 15:00:00",2,0,1,1,24.6,31.06,43,0,66,196,262
"5623","2012-01-09 09:00:00",1,0,1,2,9.02,13.635,64,0,9,188,197
"10720","2012-12-13 01:00:00",4,0,1,2,11.48,12.88,52,19.0012,4,19,23
"1144","2011-03-12 07:00:00",1,0,0,1,9.84,11.365,70,12.998,4,19,23
"5495","2012-01-04 01:00:00",1,0,1,1,1.64,1.515,38,19.9995,0,3,3
"1240","2011-03-16 11:00:00",1,0,1,2,14.76,17.425,81,8.9981,13,62,75
"8808","2012-08-09 08:00:00",3,0,1,1,29.52,34.85,74,7.0015,28,670,698
"10782","2012-12-15 15:00:00",4,0,0,1,17.22,21.21,47,0,95,352,447
"3942","2011-09-15 06:00:00",3,0,1,2,24.6,28.03,83,16.9979,5,119,124
"9841","2012-10-14 09:00:00",4,0,0,2,19.68,23.485,67,19.0012,62,161,223
"4385","2011-10-14 17:00:00",4,0,1,1,23.78,27.275,46,27.9993,55,426,481
"8883","2012-08-12 11:00:00",3,0,0,1,30.34,33.335,42,11.0014,167,282,449
"4538","2011-11-02 03:00:00",4,0,1,1,12.3,16.665,75,0,0,2,2
"298","2011-01-13 20:00:00",1,0,1,1,6.56,7.575,47,15.0013,0,64,64
"1948","2011-05-08 01:00:00",2,0,0,2,21.32,25,55,0,8,56,64
"3804","2011-09-09 11:00:00",3,0,1,2,25.42,27.275,94,0,6,66,72
"9021","2012-08-18 05:00:00",3,0,0,1,24.6,28.79,78,16.9979,2,7,9
"8684","2012-08-04 04:00:00",3,0,0,1,29.52,34.85,79,12.998,2,11,13
"5956","2012-02-04 08:00:00",1,0,0,1,9.84,14.395,87,0,4,86,90
"3216","2011-08-03 21:00:00",3,0,1,2,27.88,31.82,89,8.9981,7,81,88
"8243","2012-07-04 19:00:00",3,1,0,1,35.26,40.15,47,15.0013,177,255,432
"7560","2012-05-14 08:00:00",2,0,1,3,22.14,25.76,88,15.0013,1,155,156
"2804","2011-07-05 17:00:00",3,0,1,1,33.62,37.88,46,7.0015,79,466,545
"7549","2012-05-13 21:00:00",2,0,0,2,26.24,31.06,53,12.998,48,121,169
"2463","2011-06-10 12:00:00",2,0,1,1,34.44,37.88,44,8.9981,40,167,207
"9473","2012-09-18 01:00:00",3,0,1,3,24.6,25.76,94,12.998,0,5,5
"8858","2012-08-11 10:00:00",3,0,0,1,29.52,34.09,62,6.0032,125,282,407
"123","2011-01-06 08:00:00",1,0,1,1,6.56,11.365,59,0,3,216,219
"6360","2012-03-02 05:00:00",1,0,1,1,12.3,16.665,70,0,0,24,24
"10801","2012-12-16 10:00:00",4,0,0,2,14.76,17.425,87,8.9981,42,215,257
"6971","2012-04-08 18:00:00",2,0,0,1,25.42,30.305,25,22.0028,151,159,310
"10811","2012-12-16 20:00:00",4,0,0,2,15.58,19.695,82,0,14,108,122
"242","2011-01-11 10:00:00",1,0,1,2,8.2,10.605,51,11.0014,3,51,54
"2535","2011-06-13 12:00:00",2,0,1,1,27.06,31.06,41,19.0012,35,161,196
"7917","2012-06-10 05:00:00",2,0,0,1,25.42,30.305,69,6.0032,3,10,13
"6864","2012-04-04 07:00:00",2,0,1,2,18.04,21.97,62,0,12,354,366
"1660","2011-04-15 01:00:00",2,1,0,1,18.04,21.97,62,0,6,9,15
"1259","2011-03-17 06:00:00",1,0,1,1,13.12,15.91,76,12.998,4,47,51
"4257","2011-10-09 09:00:00",4,0,0,1,20.5,24.24,77,0,66,119,185
"2084","2011-05-13 17:00:00",2,0,1,3,21.32,25,88,11.0014,62,429,491
"9444","2012-09-16 20:00:00",3,0,0,1,24.6,31.06,53,7.0015,57,267,324
"10144","2012-11-08 00:00:00",4,0,1,3,11.48,13.635,61,15.0013,1,14,15
"4434","2011-10-16 18:00:00",4,0,0,1,22.96,26.515,49,30.0026,102,226,328
"7734","2012-06-02 14:00:00",2,0,0,1,26.24,31.06,38,19.9995,259,388,647
"321","2011-01-14 20:00:00",1,0,1,1,7.38,12.12,59,0,0,68,68
"1433","2011-04-05 13:00:00",2,0,1,2,14.76,16.665,63,27.9993,5,51,56
"330","2011-01-15 05:00:00",1,0,0,1,6.56,11.365,59,0,0,1,1
"8992","2012-08-17 00:00:00",3,0,1,1,27.88,12.12,57,11.0014,21,67,88
"7867","2012-06-08 03:00:00",2,0,1,1,22.14,25.76,60,6.0032,0,8,8
"5475","2012-01-03 05:00:00",1,0,1,1,5.74,6.82,54,12.998,0,12,12
"3530","2011-08-16 23:00:00",3,0,1,1,27.06,31.06,65,8.9981,20,57,77
"2679","2011-06-19 12:00:00",2,0,0,2,30.34,34.09,55,6.0032,141,255,396
"4670","2011-11-07 15:00:00",4,0,1,1,22.96,26.515,37,7.0015,38,132,170
"2529","2011-06-13 06:00:00",2,0,1,1,22.14,25.76,64,27.9993,7,98,105
"1530","2011-04-09 14:00:00",2,0,0,2,14.76,17.425,81,8.9981,94,118,212
"855","2011-02-19 01:00:00",1,0,0,1,18.86,22.725,14,27.9993,10,21,31
"3688","2011-09-04 13:00:00",3,0,0,2,31.98,37.12,62,19.0012,245,174,419
"1220","2011-03-15 14:00:00",1,0,1,2,15.58,19.695,46,19.9995,14,74,88
"10690","2012-12-11 19:00:00",4,0,1,1,13.12,15.15,53,15.0013,21,412,433
"353","2011-01-16 04:00:00",1,0,0,1,10.66,12.88,56,11.0014,0,1,1
"4839","2011-11-14 16:00:00",4,0,1,1,25.42,31.06,46,27.9993,51,264,315
"2848","2011-07-07 13:00:00",3,0,1,1,35.26,39.395,41,0,48,107,155
"6386","2012-03-03 07:00:00",1,0,0,2,14.76,17.425,93,8.9981,2,14,16
"10628","2012-12-09 05:00:00",4,0,0,2,16.4,20.455,87,7.0015,0,8,8
"5449","2012-01-02 02:00:00",1,1,0,1,14.76,15.91,34,30.0026,1,6,7
"3636","2011-09-02 09:00:00",3,0,1,2,25.42,28.79,83,7.0015,30,190,220
"1131","2011-03-11 18:00:00",1,0,1,1,13.12,15.15,49,22.0028,19,134,153
"4497","2011-10-19 10:00:00",4,0,1,3,21.32,25,88,32.9975,14,109,123
"3774","2011-09-08 05:00:00",3,0,1,3,25.42,27.275,94,6.0032,1,13,14
"5159","2011-12-09 00:00:00",4,0,1,1,9.84,14.395,65,0,8,26,34
"2308","2011-06-04 01:00:00",2,0,0,1,22.14,25.76,64,7.0015,14,80,94
"8999","2012-08-17 07:00:00",3,0,1,1,26.24,12.12,73,7.0015,11,368,379
"10160","2012-11-08 17:00:00",4,0,1,1,16.4,20.455,20,19.9995,36,556,592
"8941","2012-08-14 21:00:00",3,0,1,1,30.34,34.09,62,15.0013,56,252,308
"9115","2012-09-03 03:00:00",3,1,0,1,27.06,29.545,89,8.9981,6,22,28
"682","2011-02-11 17:00:00",1,0,1,1,12.3,16.665,24,0,18,193,211
"2055","2011-05-12 12:00:00",2,0,1,1,23.78,27.275,60,15.0013,43,164,207
"5893","2012-02-01 17:00:00",1,0,1,1,23.78,27.275,43,12.998,31,508,539
"1852","2011-05-04 01:00:00",2,0,1,3,20.5,24.24,82,19.0012,1,6,7
"1238","2011-03-16 09:00:00",1,0,1,2,13.12,16.665,93,8.9981,10,144,154
"7942","2012-06-11 06:00:00",2,0,1,1,25.42,28.79,83,7.0015,8,136,144
"4306","2011-10-11 10:00:00",4,0,1,2,24.6,29.545,69,8.9981,38,111,149
"1211","2011-03-15 05:00:00",1,0,1,1,9.84,11.365,75,12.998,0,11,11
"218","2011-01-10 08:00:00",1,0,1,2,4.92,6.06,50,19.0012,4,184,188
"6676","2012-03-15 10:00:00",1,0,1,1,21.32,25,68,7.0015,34,130,164
"9320","2012-09-11 16:00:00",3,0,1,1,28.7,31.82,28,8.9981,99,437,536
"2657","2011-06-18 14:00:00",2,0,0,2,32.8,36.365,46,19.0012,138,196,334
"5266","2011-12-13 11:00:00",4,0,1,1,13.94,15.91,46,16.9979,9,115,124
"8187","2012-07-02 11:00:00",3,0,1,1,34.44,36.365,28,19.9995,67,134,201
"4744","2011-11-10 17:00:00",4,0,1,3,14.76,17.425,81,15.0013,9,168,177
"6946","2012-04-07 17:00:00",2,0,0,1,22.14,25.76,19,27.9993,299,268,567
"2165","2011-05-17 02:00:00",2,0,1,3,22.96,26.515,88,0,4,4,8
"6760","2012-03-18 22:00:00",1,0,0,1,20.5,24.24,77,7.0015,21,79,100
"4728","2011-11-10 01:00:00",4,0,1,2,16.4,20.455,87,0,1,10,11
"5661","2012-01-11 00:00:00",1,0,1,1,10.66,15.15,81,0,2,26,28
"4422","2011-10-16 06:00:00",4,0,0,1,15.58,19.695,66,11.0014,3,7,10
"8385","2012-07-10 17:00:00",3,0,1,1,31.98,35.605,49,12.998,103,769,872
"7928","2012-06-10 16:00:00",2,0,0,1,34.44,37.12,36,19.0012,173,335,508
"7304","2012-05-03 16:00:00",2,0,1,1,27.88,31.82,57,11.0014,45,325,370
"4356","2011-10-13 12:00:00",4,0,1,2,25.42,28.03,88,0,10,95,105
"4112","2011-10-03 08:00:00",4,0,1,2,14.76,18.18,71,7.0015,13,359,372
"8947","2012-08-15 03:00:00",3,0,1,1,27.06,31.06,74,7.0015,1,10,11
"415","2011-01-19 07:00:00",1,0,1,2,9.84,12.88,92,7.0015,1,89,90
"1027","2011-03-07 07:00:00",1,0,1,1,8.2,8.335,75,27.9993,3,88,91
"3336","2011-08-08 21:00:00",3,0,1,1,31.16,35.605,58,6.0032,30,156,186
"9191","2012-09-06 07:00:00",3,0,1,2,28.7,33.335,84,7.0015,21,461,482
"7830","2012-06-06 14:00:00",2,0,1,1,26.24,31.06,38,0,111,191,302
"6578","2012-03-11 08:00:00",1,0,0,1,9.02,11.365,69,8.9981,4,68,72
"7260","2012-05-01 20:00:00",2,0,1,1,27.06,31.06,61,11.0014,36,299,335
"2047","2011-05-12 04:00:00",2,0,1,1,17.22,21.21,94,0,1,5,6
"81","2011-01-04 12:00:00",1,0,1,1,9.02,11.365,51,11.0014,12,66,78
"7303","2012-05-03 15:00:00",2,0,1,1,27.06,31.06,61,12.998,63,220,283
"6394","2012-03-03 15:00:00",1,0,0,1,19.68,23.485,29,19.9995,145,254,399
"10181","2012-11-09 14:00:00",4,0,1,1,18.86,22.725,38,12.998,67,207,274
"6970","2012-04-08 17:00:00",2,0,0,1,25.42,30.305,22,19.9995,185,226,411
"8498","2012-07-15 10:00:00",3,0,0,1,31.16,36.365,66,8.9981,141,241,382
"2948","2011-07-11 17:00:00",3,0,1,1,35.26,42.425,56,27.9993,59,455,514
"10317","2012-11-15 06:00:00",4,0,1,2,12.3,14.395,65,16.9979,1,146,147
"10589","2012-12-07 14:00:00",4,0,1,2,14.76,17.425,71,11.0014,40,175,215
"2731","2011-07-02 16:00:00",3,0,0,1,36.08,37.12,22,15.0013,206,192,398
"5722","2012-01-13 13:00:00",1,0,1,1,10.66,10.605,33,35.0008,14,140,154
"3188","2011-08-02 17:00:00",3,0,1,2,36.9,39.395,27,8.9981,63,493,556
"4514","2011-11-01 03:00:00",4,0,1,2,14.76,17.425,81,8.9981,1,5,6
"6606","2012-03-12 12:00:00",1,0,1,1,19.68,23.485,39,15.0013,59,162,221
"2502","2011-06-12 03:00:00",2,0,0,1,26.24,28.79,89,19.0012,8,20,28
"9406","2012-09-15 06:00:00",3,0,0,1,22.14,25.76,49,27.9993,6,27,33
"8782","2012-08-08 06:00:00",3,0,1,2,28.7,33.335,84,11.0014,4,169,173
"921","2011-03-02 19:00:00",1,0,1,1,16.4,20.455,28,35.0008,6,144,150
"5424","2012-01-01 01:00:00",1,0,0,1,14.76,17.425,66,8.9981,15,78,93
"6693","2012-03-16 03:00:00",1,0,1,2,16.4,20.455,87,19.0012,0,3,3
"2066","2011-05-12 23:00:00",2,0,1,2,22.14,25.76,77,12.998,16,87,103
"3233","2011-08-04 14:00:00",3,0,1,1,32.8,37.88,55,11.0014,53,114,167
"1017","2011-03-06 20:00:00",1,0,0,3,11.48,12.12,100,27.9993,3,8,11
"8962","2012-08-15 18:00:00",3,0,1,1,30.34,33.335,51,15.0013,80,768,848
"10172","2012-11-09 05:00:00",4,0,1,1,12.3,14.395,56,12.998,2,25,27
"10553","2012-12-06 02:00:00",4,0,1,1,9.84,10.605,52,19.0012,0,9,9
"118","2011-01-06 02:00:00",1,0,1,1,6.56,11.365,64,0,0,2,2
"7421","2012-05-08 13:00:00",2,0,1,3,26.24,30.305,65,16.9979,53,166,219
"4597","2011-11-04 14:00:00",4,0,1,1,18.04,21.97,47,19.9995,54,147,201
"10151","2012-11-08 08:00:00",4,0,1,1,12.3,14.395,33,19.0012,16,652,668
"8624","2012-08-01 16:00:00",3,0,1,1,32.8,37.88,55,19.0012,93,386,479
"3513","2011-08-16 06:00:00",3,0,1,1,25.42,29.545,73,22.0028,4,115,119
"9455","2012-09-17 07:00:00",3,0,1,1,21.32,25,77,0,18,474,492
"5544","2012-01-06 02:00:00",1,0,1,1,9.02,11.365,69,11.0014,2,3,5
"5012","2011-12-02 21:00:00",4,0,1,1,13.94,16.665,49,12.998,9,102,111
"5752","2012-01-14 19:00:00",1,0,0,1,8.2,9.85,47,15.0013,12,90,102
"9161","2012-09-05 01:00:00",3,0,1,1,28.7,33.335,84,12.998,2,11,13
"6388","2012-03-03 09:00:00",1,0,0,3,15.58,19.695,87,6.0032,7,87,94
"6249","2012-02-16 14:00:00",1,0,1,3,13.12,15.91,81,12.998,1,30,31
"2551","2011-06-14 04:00:00",2,0,1,1,22.14,25.76,60,16.9979,0,3,3
"3248","2011-08-05 05:00:00",3,0,1,1,26.24,29.545,78,6.0032,0,16,16
"8494","2012-07-15 06:00:00",3,0,0,1,27.88,31.82,83,8.9981,6,9,15
"3161","2011-08-01 14:00:00",3,0,1,1,37.72,40.91,29,12.998,37,86,123
"1859","2011-05-04 08:00:00",2,0,1,3,13.94,15.15,93,26.0027,5,74,79
"8063","2012-06-16 07:00:00",2,0,0,1,22.14,25.76,68,12.998,10,68,78
"9785","2012-10-12 01:00:00",4,0,1,1,16.4,20.455,66,6.0032,8,29,37
"3037","2011-07-15 10:00:00",3,0,1,2,27.06,31.06,61,11.0014,59,107,166
"7845","2012-06-07 05:00:00",2,0,1,1,19.68,23.485,82,6.0032,0,34,34
"1257","2011-03-17 04:00:00",1,0,1,1,13.94,16.665,71,12.998,0,3,3
"7881","2012-06-08 17:00:00",2,0,1,1,31.16,33.335,29,12.998,114,679,793
"10767","2012-12-15 00:00:00",4,0,0,1,12.3,16.665,70,0,4,90,94
"887","2011-03-01 09:00:00",1,0,1,1,9.02,9.85,55,27.9993,8,116,124
"4298","2011-10-11 02:00:00",4,0,1,2,21.32,25,94,8.9981,1,4,5
"264","2011-01-12 10:00:00",1,0,1,1,7.38,9.09,55,15.0013,0,39,39
"8408","2012-07-11 16:00:00",3,0,1,1,32.8,35.605,38,12.998,53,358,411
"6022","2012-02-07 03:00:00",1,0,1,2,12.3,16.665,70,0,1,1,2
"9550","2012-10-02 06:00:00",4,0,1,3,23.78,27.275,83,7.0015,3,176,179
"891","2011-03-01 13:00:00",1,0,1,1,13.12,17.425,39,0,13,65,78
"5816","2012-01-17 12:00:00",1,0,1,2,13.12,15.15,87,19.0012,3,83,86
"1319","2011-03-19 19:00:00",1,0,0,1,18.04,21.97,33,19.0012,38,116,154
"575","2011-02-07 02:00:00",1,0,1,1,8.2,12.88,80,0,0,3,3
"8702","2012-08-04 22:00:00",3,0,0,1,31.16,36.365,66,19.0012,104,165,269
"9990","2012-11-01 14:00:00",4,0,1,2,16.4,20.455,50,15.0013,31,154,185
"7671","2012-05-18 23:00:00",2,0,1,1,21.32,25,55,0,41,133,174
"7561","2012-05-14 09:00:00",2,0,1,3,22.14,25.76,88,19.0012,5,105,110
"3373","2011-08-10 10:00:00",3,0,1,1,32.8,36.365,43,15.0013,41,72,113
"737","2011-02-14 01:00:00",1,0,1,1,15.58,19.695,37,23.9994,1,6,7
"2056","2011-05-12 13:00:00",2,0,1,2,25.42,31.06,57,19.9995,48,170,218
"1232","2011-03-16 03:00:00",1,0,1,2,11.48,13.635,100,15.0013,1,2,3
"241","2011-01-11 09:00:00",1,0,1,2,7.38,9.85,51,11.0014,3,127,130
"8398","2012-07-11 06:00:00",3,0,1,1,26.24,28.79,89,8.9981,17,168,185
"8458","2012-07-13 18:00:00",3,0,1,1,31.98,34.85,46,12.998,108,523,631
"6344","2012-03-01 13:00:00",1,0,1,1,23.78,27.275,32,16.9979,24,187,211
"1889","2011-05-05 14:00:00",2,0,1,1,22.14,25.76,28,30.0026,19,135,154
"10657","2012-12-10 10:00:00",4,0,1,2,18.04,21.97,94,15.0013,12,121,133
"10120","2012-11-07 00:00:00",4,0,1,2,12.3,14.395,56,19.0012,49,234,283
"4057","2011-10-01 01:00:00",4,0,0,1,19.68,23.485,67,22.0028,11,47,58
"9333","2012-09-12 05:00:00",3,0,1,1,20.5,24.24,72,6.0032,4,44,48
"8028","2012-06-14 20:00:00",2,0,1,1,27.06,31.06,65,16.9979,84,351,435
"1728","2011-04-17 21:00:00",2,0,0,1,20.5,24.24,42,12.998,13,70,83
"184","2011-01-08 22:00:00",1,0,0,1,4.92,5.305,36,26.0027,1,33,34
"1862","2011-05-04 11:00:00",2,0,1,1,16.4,20.455,82,22.0028,3,69,72
"1512","2011-04-08 20:00:00",2,0,1,2,12.3,13.635,93,22.0028,12,51,63
"940","2011-03-03 14:00:00",1,0,1,1,9.84,12.88,21,7.0015,18,60,78
"490","2011-02-03 12:00:00",1,0,1,1,8.2,9.09,40,23.9994,2,67,69
"2131","2011-05-15 16:00:00",2,0,0,1,26.24,30.305,69,16.9979,158,282,440
"2136","2011-05-15 21:00:00",2,0,0,1,22.14,25.76,88,0,44,107,151
"3813","2011-09-09 20:00:00",3,0,1,1,26.24,28.03,94,6.0032,30,180,210
"9071","2012-09-01 07:00:00",3,0,0,2,30.34,34.09,58,8.9981,8,58,66
"3873","2011-09-12 09:00:00",3,0,1,1,26.24,30.305,69,0,21,155,176
"8240","2012-07-04 16:00:00",3,1,0,1,37.72,42.425,35,16.9979,163,226,389
"9778","2012-10-11 18:00:00",4,0,1,1,18.86,22.725,44,11.0014,64,628,692
"1697","2011-04-16 14:00:00",2,0,0,3,21.32,25,83,39.0007,14,49,63
"8031","2012-06-14 23:00:00",2,0,1,2,25.42,30.305,69,11.0014,36,136,172
"9811","2012-10-13 03:00:00",4,0,0,1,13.12,15.15,66,15.0013,2,13,15
"6054","2012-02-08 11:00:00",1,0,1,2,10.66,12.88,65,15.0013,5,97,102
"9673","2012-10-07 09:00:00",4,0,0,3,16.4,20.455,71,8.9981,16,70,86
"6188","2012-02-14 01:00:00",1,0,1,2,10.66,15.15,56,0,0,6,6
"8292","2012-07-06 20:00:00",3,0,1,1,35.26,38.635,39,7.0015,91,245,336
"10248","2012-11-12 09:00:00",4,1,0,1,18.04,21.97,88,7.0015,60,337,397
"9982","2012-11-01 06:00:00",4,0,1,1,13.94,16.665,61,11.0014,2,146,148
"2993","2011-07-13 14:00:00",3,0,1,3,33.62,37.88,46,8.9981,27,89,116
"3614","2011-09-01 11:00:00",3,0,1,1,29.52,33.335,51,8.9981,51,141,192
"10785","2012-12-15 18:00:00",4,0,0,1,15.58,19.695,58,11.0014,40,232,272
"4487","2011-10-18 23:00:00",4,0,1,2,21.32,25,77,12.998,7,63,70
"7564","2012-05-14 12:00:00",2,0,1,2,22.96,26.515,88,19.0012,53,132,185
"4080","2011-10-02 00:00:00",4,0,0,3,14.76,16.665,93,19.9995,4,43,47
"6471","2012-03-06 20:00:00",1,0,1,1,13.12,15.91,49,12.998,3,184,187
"3859","2011-09-11 18:00:00",3,0,0,1,27.88,31.82,65,19.9995,110,229,339
"5339","2011-12-16 12:00:00",4,0,1,2,13.94,15.15,42,23.9994,10,163,173
"9173","2012-09-05 13:00:00",3,0,1,1,32.8,39.395,63,11.0014,50,184,234
"969","2011-03-04 19:00:00",1,0,1,1,13.12,15.15,61,16.9979,5,102,107
"4993","2011-12-02 02:00:00",4,0,1,1,9.84,14.395,75,0,0,10,10
"8584","2012-07-19 00:00:00",3,0,1,1,30.34,34.85,66,6.0032,16,50,66
"6727","2012-03-17 13:00:00",1,0,0,1,24.6,30.305,60,7.0015,286,400,686
"1007","2011-03-06 10:00:00",1,0,0,2,17.22,21.21,100,19.9995,4,27,31
"7396","2012-05-07 12:00:00",2,0,1,2,22.96,26.515,68,15.0013,74,189,263
"10679","2012-12-11 08:00:00",4,0,1,2,13.94,15.15,61,19.9995,16,708,724
"6433","2012-03-05 06:00:00",1,0,1,1,7.38,9.85,59,8.9981,2,89,91
"10267","2012-11-13 04:00:00",4,0,1,2,14.76,16.665,81,26.0027,0,9,9
"405","2011-01-18 20:00:00",1,0,1,2,9.02,13.635,87,0,0,83,83
"7558","2012-05-14 06:00:00",2,0,1,3,21.32,25,94,19.9995,3,62,65
"5990","2012-02-05 18:00:00",1,0,0,1,12.3,14.395,52,16.9979,10,171,181
"3078","2011-07-17 03:00:00",3,0,0,1,26.24,30.305,69,15.0013,21,26,47
"3273","2011-08-06 06:00:00",3,0,0,1,26.24,28.79,89,7.0015,5,22,27
"1338","2011-04-01 14:00:00",2,0,1,2,14.76,16.665,46,23.9994,26,61,87
"365","2011-01-16 16:00:00",1,0,0,1,9.84,11.365,38,15.0013,22,77,99
"10407","2012-11-19 00:00:00",4,0,1,1,14.76,17.425,66,15.0013,5,22,27
"3736","2011-09-06 14:00:00",3,0,1,3,22.14,25.76,88,19.0012,3,21,24
"6822","2012-04-02 13:00:00",2,0,1,1,18.86,22.725,36,19.9995,97,184,281
"4055","2011-09-19 23:00:00",3,0,1,2,22.96,26.515,73,12.998,13,55,68
"1556","2011-04-10 16:00:00",2,0,0,2,21.32,25,72,11.0014,135,153,288
"5650","2012-01-10 13:00:00",1,0,1,1,17.22,21.21,38,19.9995,15,163,178
"3948","2011-09-15 12:00:00",3,0,1,2,27.06,31.06,69,19.9995,31,148,179
"3250","2011-08-05 07:00:00",3,0,1,1,27.06,30.305,78,8.9981,23,247,270
"5227","2011-12-11 20:00:00",4,0,0,1,9.02,12.12,55,7.0015,10,62,72
"4705","2011-11-09 02:00:00",4,0,1,1,13.12,17.425,93,0,0,5,5
"3817","2011-09-10 00:00:00",3,0,0,1,25.42,27.275,94,0,32,84,116
"8473","2012-07-14 09:00:00",3,0,0,1,27.06,31.06,74,12.998,82,200,282
"19","2011-01-01 18:00:00",1,0,0,3,17.22,21.21,88,16.9979,9,26,35
"8352","2012-07-09 08:00:00",3,0,1,2,27.06,30.305,83,11.0014,26,429,455
"3753","2011-09-07 07:00:00",3,0,1,3,24.6,27.275,88,6.0032,3,83,86
"8130","2012-06-19 02:00:00",2,0,1,2,24.6,28.79,78,8.9981,1,14,15
"1603","2011-04-12 16:00:00",2,0,1,2,19.68,23.485,77,26.0027,19,80,99
"5438","2012-01-01 15:00:00",1,0,0,1,18.86,22.725,51,19.9995,101,164,265
"5753","2012-01-14 20:00:00",1,0,0,1,8.2,9.85,44,16.9979,8,95,103
"732","2011-02-13 20:00:00",1,0,0,1,16.4,20.455,35,22.0028,15,32,47
"704","2011-02-12 15:00:00",1,0,0,1,13.94,15.15,29,27.9993,47,127,174
"10421","2012-11-19 14:00:00",4,0,1,1,18.04,21.97,54,16.9979,47,170,217
"8032","2012-06-15 00:00:00",2,0,1,1,24.6,29.545,73,11.0014,26,68,94
"7301","2012-05-03 13:00:00",2,0,1,1,24.6,29.545,69,12.998,48,217,265
"4085","2011-10-02 05:00:00",4,0,0,1,13.12,15.15,87,19.0012,0,7,7
"2729","2011-07-02 14:00:00",3,0,0,1,34.44,35.605,20,0,177,215,392
"320","2011-01-14 19:00:00",1,0,1,1,6.56,9.85,59,6.0032,3,89,92
"5353","2011-12-17 02:00:00",4,0,0,2,11.48,13.635,56,15.0013,11,47,58
"9819","2012-10-13 11:00:00",4,0,0,1,17.22,21.21,35,8.9981,192,335,527
"7313","2012-05-04 01:00:00",2,0,1,1,24.6,28.79,78,7.0015,15,33,48
"2916","2011-07-10 09:00:00",3,0,0,1,30.34,34.85,66,6.0032,62,107,169
"9569","2012-10-03 01:00:00",4,0,1,2,25.42,27.275,94,0,3,16,19
"5962","2012-02-04 14:00:00",1,0,0,2,13.12,15.15,66,15.0013,47,229,276
"8344","2012-07-09 00:00:00",3,0,1,2,27.88,31.82,89,6.0032,6,33,39
"7","2011-01-01 06:00:00",1,0,0,1,9.02,13.635,80,0,2,0,2
"2852","2011-07-07 17:00:00",3,0,1,1,35.26,37.88,36,16.9979,80,489,569
"3679","2011-09-04 04:00:00",3,0,0,1,26.24,28.79,83,11.0014,0,4,4
"8504","2012-07-15 16:00:00",3,0,0,1,35.26,39.395,41,15.0013,152,343,495
"6585","2012-03-11 15:00:00",1,0,0,1,20.5,24.24,29,19.9995,201,286,487
"6664","2012-03-14 22:00:00",1,0,1,1,21.32,25,55,8.9981,43,159,202
"8485","2012-07-14 21:00:00",3,0,0,1,28.7,33.335,84,15.0013,69,200,269
"4873","2011-11-16 02:00:00",4,0,1,2,18.86,22.725,94,7.0015,4,6,10
"2754","2011-07-03 15:00:00",3,0,0,1,34.44,40.15,53,19.9995,194,182,376
